"fishID","Species","Population","Waterway","Predation_Regime","Sex","First_turn_direction","Detour_socialmotivation","Detour_solve_time","Detour_solve_time_imputed","Solve_direction","Standard_length","Mid-body depth","Distance_moved","TimeinWhite","TimeinBlackThigmo","Standard_length_mm"
"Ivy","G. affinis","Seguin_RVPark","GuadalupeRiver","HP","F","Right",11.8333333333333,NA,600,"n/a",3.002,0.641,1727.14,121.523,178.943,30.02
"Dill","G. affinis","Seguin_RVPark","GuadalupeRiver","HP","M","Left",22.9166666666667,NA,600,"n/a",2.387,0.512,1535.38,145.121,295.524,23.87
"Danny","G. affinis","Seguin_RVPark","GuadalupeRiver","HP","M","Right",55.875,178.125,178.125,"Right",2.285,0.524,929.162,253.768,156.534,22.85
"Dominic","G. affinis","Seguin_RVPark","GuadalupeRiver","HP","M","Left",49.875,140.125,140.125,"Right",2.492,0.749,1128.52,231.48,152.693,24.92
"Florence","G. affinis","Seguin_RVPark","GuadalupeRiver","HP","F","Left",15.7916666666667,99.2083333333333,99.2083333333333,"Left",2.65,0.568,1294.43,45.6561,180.824,26.5
"Flor","G. affinis","Seguin_RVPark","GuadalupeRiver","HP","F","Right",10.7916666666667,210.208333333333,210.208333333333,"Right",3.31,0.744,1561.77,83.8641,116.313,33.1
"Bryce","G. affinis","Seguin_RVPark","GuadalupeRiver","HP","M","L",45.8333333333333,NA,600,"n/a",2.194,0.48,1867.95,130.697,250.39,21.94
"Blanch","G. affinis","Seguin_RVPark","GuadalupeRiver","HP","M","L",23.875,111.125,111.125,"Right",2.295,0.556,1943.99,168.183,263.229,22.95
"Blake","G. affinis","Seguin_RVPark","GuadalupeRiver","HP","M","L",113.916666666667,222.083333333333,222.083333333333,"Right",2.283,0.568,1184.31,249.623,0.533596,22.83
"Fran","G. affinis","Seguin_RVPark","GuadalupeRiver","HP","F","L",36.75,460.25,460.25,"Right",2.751,0.549,1127.52,214.115,140.729,27.51
"Foxy","G. affinis","Seguin_RVPark","GuadalupeRiver","HP","F","L",40.7916666666667,NA,600,"n/a",3.236,0.71,1282.94,59.461,233.962,32.36
"Felicia","G. affinis","Seguin_RVPark","GuadalupeRiver","HP","F","L",49.75,466.25,466.25,"Right",3.636,0.876,1365.11,189.666,170.62,36.36
"Farkle","G. affinis","Seguin_RVPark","GuadalupeRiver","HP","F","L",58.8333333333333,NA,600,"n/a",3.53,0.688,1793.74,81.2284,215.755,35.3
"Fabi","G. affinis","Seguin_RVPark","GuadalupeRiver","HP","F","L",30.7916666666667,358.208333333333,358.208333333333,"Left",3.405,0.82,2127.46,127.637,147.643,34.05
"Diane","G. affinis","Seguin_RVPark","GuadalupeRiver","HP","F","R",64.8333333333333,100.166666666667,100.166666666667,"Right",3.028,0.787,1843.06,83.8289,215.994,30.28
"Didi","G. affinis","Seguin_RVPark","GuadalupeRiver","HP","F","R",49.875,192.125,192.125,"Right",3.8,1.094,1817.33,121.242,227.999,38
"Delilah","G. affinis","Seguin_RVPark","GuadalupeRiver","HP","F","L",63.9166666666667,303.083333333333,303.083333333333,"Left",2.943,0.668,2053.39,94.8727,239.122,29.43
"Bree","G. affinis","Seguin_RVPark","GuadalupeRiver","HP","F","L",31.7916666666667,190.208333333333,190.208333333333,"Right",3.26,0.965,1329.95,69.0007,237.05,32.6
"Bernice","G. affinis","Seguin_RVPark","GuadalupeRiver","HP","F","R",23.875,433.125,433.125,"Right",3.277,0.813,2124.78,254.291,239.083,32.77
"Bea","G. affinis","Seguin_RVPark","GuadalupeRiver","HP","F","n/a",NA,NA,NA,"n/a",3.764,1.024,1537.62,82.3738,0,37.64
"Eva","P. latipinna","Seguin_RVPark","GuadalupeRiver","HP","F","Left",106.708333333333,NA,600,"n/a",3.928,1.072,454.749,16.4458,97.3541,39.28
"Ellie","P. latipinna","Seguin_RVPark","GuadalupeRiver","HP","F","Right",139.666666666667,NA,600,"n/a",3.495,1.149,756.138,213.795,65.5029,34.95
"Emmy","P. latipinna","Seguin_RVPark","GuadalupeRiver","HP","F","Right",186.708333333333,300.291666666667,300.291666666667,"Left",3.771,1.017,24.7416,0,592.298,37.71
"Espe","P. latipinna","Seguin_RVPark","GuadalupeRiver","HP","F","n/a",579.75,NA,600,"n/a",4.541,1.23,676.217,134.199,35.8904,45.41
"Eloise","P. latipinna","Seguin_RVPark","GuadalupeRiver","HP","F","n/a",NA,NA,NA,"n/a",NA,NA,NA,NA,NA,NA
"Eliza","P. latipinna","Seguin_RVPark","GuadalupeRiver","HP","F","Left",25.75,NA,600,"Right",3.834,1.11,590.063,210.953,81.8284,38.34
"Elena","P. latipinna","Seguin_RVPark","GuadalupeRiver","HP","F","Left",356.75,NA,600,"n/a",4.409,1.298,697.743,61.5017,172.421,44.09
"Emily","P. latipinna","Seguin_RVPark","GuadalupeRiver","HP","F","Left",190.75,109.25,109.25,"Right",3.716,1.208,380.253,553.674,11.7241,37.16
"Emilio","P. latipinna","Seguin_RVPark","GuadalupeRiver","HP","M","Right",31.8333333333333,26.1666666666667,26.1666666666667,"Right",3.623,1.198,1247.55,26.8092,222.597,36.23
"Fran","P. latipinna","Seguin_RVPark","GuadalupeRiver","HP","F","Right",35.7083333333333,462.291666666667,462.291666666667,"Right",NA,NA,NA,NA,NA,NA
"Felicia","P. latipinna","Seguin_RVPark","GuadalupeRiver","HP","F","Left",49.7083333333333,467.291666666667,467.291666666667,"Right",NA,NA,NA,NA,NA,NA
"Flor","P. latipinna","Seguin_RVPark","GuadalupeRiver","HP","F","Right",10.7916666666667,211.208333333333,211.208333333333,"Right",NA,NA,NA,NA,NA,NA
"Foxy","P. latipinna","Seguin_RVPark","GuadalupeRiver","HP","F","Left",40.75,NA,600,"n/a",NA,NA,NA,NA,NA,NA
"Fabi","P. latipinna","Seguin_RVPark","GuadalupeRiver","HP","F","Left",31.7916666666667,357.208333333333,357.208333333333,"Left",NA,NA,NA,NA,NA,NA
"Florence","P. latipinna","Seguin_RVPark","GuadalupeRiver","HP","F","Left",15.7916666666667,98.2083333333333,98.2083333333333,"Left",NA,NA,NA,NA,NA,NA
"Farkle","P. latipinna","Seguin_RVPark","GuadalupeRiver","HP","F","Right",59.8333333333333,NA,600,"n/a",NA,NA,NA,NA,NA,NA
"Hick","P. latipinna","Seguin_RVPark","GuadalupeRiver","HP","M","Right",289.791666666667,NA,600,"n/a",3.668,1.053,605.843,57.22,89.5113,36.68
"Hill","P. latipinna","Seguin_RVPark","GuadalupeRiver","HP","M","Left",87.8333333333333,148.166666666667,148.166666666667,"Right",3.033,0.858,1932.66,238.112,53.8963,30.33
"Harp","P. latipinna","Seguin_RVPark","GuadalupeRiver","HP","M","Left",8.79166666666667,191.208333333333,191.208333333333,"Left",3.026,0.862,1383.74,109.839,220.998,30.26
"Heck","P. latipinna","Seguin_RVPark","GuadalupeRiver","HP","M","Left",21.75,138.25,138.25,"Right",2.631,0.76,1481.19,83.2691,434.872,26.31
"Hal","P. latipinna","Seguin_RVPark","GuadalupeRiver","HP","M","Left",128.791666666667,NA,600,"n/a",4.123,1.096,1359.24,43.4951,144.89,41.23
"Hector","P. latipinna","Seguin_RVPark","GuadalupeRiver","HP","M","Right",22.75,116.25,116.25,"Right",2.512,0.677,NA,NA,NA,25.12
"Ivan","P. latipinna","Seguin_RVPark","GuadalupeRiver","HP","M","Right",33.7916666666667,NA,600,"n/a",NA,NA,NA,NA,NA,NA
"Hazel","P. latipinna","Seguin_RVPark","GuadalupeRiver","HP","F","n/a",NA,NA,NA,"n/a",4.284,1.344,1001.91,19.3667,42.0546,42.84
"Hope","P. latipinna","Seguin_RVPark","GuadalupeRiver","HP","F","Left",156.791666666667,253.208333333333,253.208333333333,"Left",4.157,1.017,1525.24,57.7804,153.894,41.57
"Hillary","P. latipinna","Seguin_RVPark","GuadalupeRiver","HP","F","Left",340.791666666667,190.208333333333,190.208333333333,"Right",3.887,1.128,NA,NA,NA,38.87
"Hailey","P. latipinna","Seguin_RVPark","GuadalupeRiver","HP","F","Left",76.7916666666667,41.2083333333333,41.2083333333333,"Left",4.535,1.2,621.979,15.7255,403.941,45.35
"Juan","P. latipinna","Seguin_RVPark","GuadalupeRiver","HP","M","Right",102.791666666667,439.208333333333,439.208333333333,"Left",2.675,0.801,NA,NA,NA,26.75
"Joe","P. latipinna","Seguin_RVPark","GuadalupeRiver","HP","M","Left",149.75,104.25,104.25,"Left",2.925,0.815,1074.09,144.57,329.114,29.25
"Ingrid","P. latipinna","Seguin_RVPark","GuadalupeRiver","HP","F","Left",61.8333333333333,313.166666666667,313.166666666667,"Left",NA,NA,NA,NA,NA,NA
"Ivory","P. latipinna","Seguin_RVPark","GuadalupeRiver","HP","F","Left",75.7916666666667,247.208333333333,247.208333333333,"Left",NA,NA,NA,NA,NA,NA
"Julio","P. latipinna","Seguin_RVPark","GuadalupeRiver","HP","M","Left",25.75,147.25,147.25,"Left",2.952,0.888,NA,NA,NA,29.52
"Julian","P. latipinna","Seguin_RVPark","GuadalupeRiver","HP","M","Right",114.791666666667,NA,600,"n/a",3.016,0.85,NA,NA,NA,30.16
"Jonah","P. latipinna","Seguin_RVPark","GuadalupeRiver","HP","M","Right",165.791666666667,167.208333333333,167.208333333333,"Right",3.018,0.855,693.59,55.2593,141.169,30.18
"Juliet","P. latipinna","Seguin_RVPark","GuadalupeRiver","HP","F","n/a",NA,NA,NA,"n/a",3.299,0.949,1167.52,29.6904,294.183,32.99
"Jasmine","P. latipinna","Seguin_RVPark","GuadalupeRiver","HP","F","Left",59.7916666666667,228.208333333333,228.208333333333,"Left",NA,NA,1235.32,62.9017,213.834,NA
"Julissa","P. latipinna","Seguin_RVPark","GuadalupeRiver","HP","F","Left",124.791666666667,96.2083333333333,96.2083333333333,"Left",3.413,0.889,821.918,108.556,35.3318,34.13
"Julie","P. latipinna","Seguin_RVPark","GuadalupeRiver","HP","F","Left",14.7916666666667,155.208333333333,155.208333333333,"Right",3.455,1.105,1365.7,80.9433,345.859,34.55
"Jonas","P. latipinna","Seguin_RVPark","GuadalupeRiver","HP","M","Left",312.791666666667,NA,600,"n/a",2.745,0.726,545.185,0,108.918,27.45
"Alonso","P. latipinna","Seguin_RVPark","GuadalupeRiver","HP","M","Right",123.875,51.125,51.125,"Left",2.341,0.652,1197.9,72.9453,407.021,23.41
"Atlas","P. latipinna","Seguin_RVPark","GuadalupeRiver","HP","M","Left",162.875,179.125,179.125,"Left",3.194,0.991,344.261,65.539,111.752,31.94
"Akron","P. latipinna","Seguin_RVPark","GuadalupeRiver","HP","M","Left",51.8333333333333,305.166666666667,305.166666666667,"Left",2.779,0.834,792.059,74.5457,424.746,27.79
"Allen","P. latipinna","Seguin_RVPark","GuadalupeRiver","HP","M","Left",423.875,133.125,133.125,"Left",3.097,0.899,378.469,15.1653,384.053,30.97
"Autumn","P. latipinna","Seguin_RVPark","GuadalupeRiver","HP","F","Left",55.9166666666667,366.083333333333,366.083333333333,"Left",4.394,1.509,689.186,57.6574,14.4444,43.94
"Atwell","P. latipinna","Seguin_RVPark","GuadalupeRiver","HP","F","Left",55.875,NA,600,"n/a",4.197,1.444,470.251,13.8848,292.662,41.97
"Allee","P. latipinna","Seguin_RVPark","GuadalupeRiver","HP","F","Left",345.833333333333,125.166666666667,125.166666666667,"Left",4.079,1.394,425.824,0,335.674,40.79
"Rocky","G. affinis","Seguin_WalnutBranch","GuadalupeRiver","LP","M","Right",20.8333333333333,NA,600,"n/a",2.025,0.434,1932.22,87.8103,381.89,20.25
"Remy","G. affinis","Seguin_WalnutBranch","GuadalupeRiver","LP","M","Right",13.875,277.125,277.125,"Left",2.217,0.412,1140.91,54.3267,467.996,22.17
"Tom","G. affinis","Seguin_WalnutBranch","GuadalupeRiver","LP","M","Left",24.9166666666667,8.08333333333333,8.08333333333333,"Left",2.042,0.391,NA,NA,NA,20.42
"Percy","G. affinis","Seguin_WalnutBranch","GuadalupeRiver","LP","M","Right",8.875,NA,600,"n/a",2.175,0.538,1529.78,1.26729,504.381,21.75
"Parker","G. affinis","Seguin_WalnutBranch","GuadalupeRiver","LP","M","Left",15.875,585.125,585.125,"Left",2.325,0.525,NA,NA,NA,23.25
"Nico","G. affinis","Seguin_WalnutBranch","GuadalupeRiver","LP","M","Left",NA,25,25,"Left",2.318,0.572,1473.4,100.116,449.321,23.18
"Nick","G. affinis","Seguin_WalnutBranch","GuadalupeRiver","LP","M","Right",49.9166666666667,69.0833333333333,69.0833333333333,"Left",NA,NA,882.152,597.391,0,NA
"Namour","G. affinis","Seguin_WalnutBranch","GuadalupeRiver","LP","M","Left",13.9166666666667,68.0833333333333,68.0833333333333,"Left",NA,NA,NA,NA,NA,NA
"Nando","G. affinis","Seguin_WalnutBranch","GuadalupeRiver","LP","M","Right",24.9166666666667,NA,600,"n/a",2.143,0.463,2062.64,32.5159,369.78,21.43
"Luther","G. affinis","Seguin_WalnutBranch","GuadalupeRiver","LP","M","Right",24.7083333333333,281.291666666667,281.291666666667,"Left",NA,NA,2184.67,171.284,188.126,NA
"Lonzo","G. affinis","Seguin_WalnutBranch","GuadalupeRiver","LP","M","Right",33.875,195.125,195.125,"Left",NA,NA,1198.98,319.789,79.3387,NA
"Leo","G. affinis","Seguin_WalnutBranch","GuadalupeRiver","LP","M","Right",8.875,NA,600,"n/a",2.135,0.508,1457.07,173.552,173.652,21.35
"Liam","G. affinis","Seguin_WalnutBranch","GuadalupeRiver","LP","M","Left",19.9166666666667,66.0833333333333,66.0833333333333,"Left",1.975,0.461,NA,NA,NA,19.75
"Raul","G. affinis","Seguin_WalnutBranch","GuadalupeRiver","LP","M","Left",20.8333333333333,120.166666666667,120.166666666667,"Left",2.008,0.444,748.215,67.8666,163.614,20.08
"Axel","G. affinis","Seguin_WalnutBranch","GuadalupeRiver","LP","M","Right",24.7916666666667,30.2083333333333,30.2083333333333,"Right",2.019,0.428,1964.82,196.129,153.275,20.19
"Arthur","G. affinis","Seguin_WalnutBranch","GuadalupeRiver","LP","M","Right",37.625,30.375,30.375,"Left",2.249,0.48,1478.3,178.92,191.293,22.49
"Ramon","G. affinis","Seguin_WalnutBranch","GuadalupeRiver","LP","M","Right",26.8333333333333,NA,600,"n/a",2.222,0.395,1376.94,27.7803,318.323,22.22
"Peter","G. affinis","Seguin_WalnutBranch","GuadalupeRiver","LP","M","Right",29.875,NA,600,"n/a",2.04,0.482,797.856,0,175.853,20.4
"Preston","G. affinis","Seguin_WalnutBranch","GuadalupeRiver","LP","M","Left",135.875,NA,600,"n/a",2.074,0.417,1786.3,48.3572,183.124,20.74
"Trinity","G. affinis","Seguin_WalnutBranch","GuadalupeRiver","LP","F","Left",46.9166666666667,229.083333333333,229.083333333333,"Left",3.988,0.797,1614.91,158.878,108.22,39.88
"Archer","G. affinis","Seguin_WalnutBranch","GuadalupeRiver","LP","M","Left",25.6666666666667,47.3333333333333,47.3333333333333,"Right",2.508,0.501,1337.46,381.186,55.4937,25.08
"Anthony","G. affinis","Seguin_WalnutBranch","GuadalupeRiver","LP","M","Left",207.666666666667,NA,600,"n/a",2.153,0.43,2360.55,78.4051,211.637,21.53
"Talia","G. affinis","Seguin_WalnutBranch","GuadalupeRiver","LP","F","Right",11.7916666666667,278.208333333333,278.208333333333,"Left",3.502,0.667,1688.73,93.1126,31.082,35.02
"Rainey","G. affinis","Seguin_WalnutBranch","GuadalupeRiver","LP","F","Right",20.875,276.125,276.125,"Left",2.699,0.455,813.825,379.853,0,26.99
"Priscilla","G. affinis","Seguin_WalnutBranch","GuadalupeRiver","LP","F","Right",21.7916666666667,73.2083333333333,73.2083333333333,"Left",2.679,0.619,1400.2,197.598,168.016,26.79
"Rocio","G. affinis","Seguin_WalnutBranch","GuadalupeRiver","LP","F","Right",18.8333333333333,NA,600,"n/a",2.363,0.531,742.346,98.6151,225.911,23.63
"Rosa","G. affinis","Seguin_WalnutBranch","GuadalupeRiver","LP","F","Right",123.875,NA,600,"n/a",2.275,0.52,2046.7,157.478,170.317,22.75
"Perla","G. affinis","Seguin_WalnutBranch","GuadalupeRiver","LP","F","Left",26.8333333333333,285.166666666667,285.166666666667,"Left",3.08,0.75,1917.7,135.2,337.8,30.8
"Patty","G. affinis","Seguin_WalnutBranch","GuadalupeRiver","LP","F","Left",17.8333333333333,485.166666666667,485.166666666667,"Left",3.268,0.746,1016.27,5.90292,135.634,32.68
"Leana","G. affinis","Seguin_WalnutBranch","GuadalupeRiver","LP","F","Right",40.875,139.125,139.125,"Left",NA,NA,NA,NA,NA,NA
"Nia","G. affinis","Seguin_WalnutBranch","GuadalupeRiver","LP","F","Left",64.875,324.125,324.125,"Left",3.66,0.811,2214.44,64.6986,384.823,36.6
"Judy","G. affinis","Seguin_WalnutBranch","GuadalupeRiver","LP","F","Left",79.875,471.125,471.125,"Left",3.565,0.907,1139.27,189.459,105.085,35.65
"Natasha","G. affinis","Seguin_WalnutBranch","GuadalupeRiver","LP","F","Right",18.875,522.125,522.125,"Left",2.399,0.56,1349.38,119.492,252.024,23.99
"Lara","G. affinis","Seguin_WalnutBranch","GuadalupeRiver","LP","F","Right",25.875,239.125,239.125,"Left",3.495,0.957,1544.6,25.379,311.685,34.95
"Norma","G. affinis","Seguin_WalnutBranch","GuadalupeRiver","LP","F","Right",184.916666666667,36.0833333333333,36.0833333333333,"Right",3.807,1.062,1417.85,132.832,65.0655,38.07
"Jodie","G. affinis","Seguin_WalnutBranch","GuadalupeRiver","LP","F","Right",11.8333333333333,371.166666666667,371.166666666667,"Left",2.821,0.703,1606.21,146.606,288.909,28.21
"Tim","G. affinis","Seguin_WalnutBranch","GuadalupeRiver","LP","M","Right",31.8333333333333,206.166666666667,206.166666666667,"Left",1.944,0.433,NA,NA,NA,19.44
"Janice","G. affinis","Seguin_WalnutBranch","GuadalupeRiver","LP","F","Right",13.875,NA,600,"n/a",2.239,0.604,2510.16,80.9066,359.011,22.39
"Tara","G. affinis","Seguin_WalnutBranch","GuadalupeRiver","LP","F","Right",14.8333333333333,468.166666666667,468.166666666667,"Right",3.432,0.718,1827.06,307.92,183.591,34.32
"Jaelyn","G. affinis","Seguin_WalnutBranch","GuadalupeRiver","LP","F","Right",27.8333333333333,396.166666666667,396.166666666667,"Left",3.091,0.739,1895.92,134.666,314.021,30.91
"Tiffany","G. affinis","Seguin_WalnutBranch","GuadalupeRiver","LP","F","Left",24.8333333333333,461.166666666667,461.166666666667,"Left",3.266,0.525,1186,73.5361,93.6126,32.66
"Jacky","G. affinis","Seguin_WalnutBranch","GuadalupeRiver","LP","F","Left",42.8333333333333,33.1666666666667,33.1666666666667,"Left",2.838,0.698,2537.77,15.7078,464.163,28.38
"Tamara","G. affinis","Seguin_WalnutBranch","GuadalupeRiver","LP","F","Left",NA,22,22,"Left",2.43,0.509,910.9,121.093,232.015,24.3
"Liana","G. affinis","Seguin_WalnutBranch","GuadalupeRiver","LP","F","L",40.875,140.125,140.125,"Left",3.22,0.811,1588.25,77.8718,340.668,32.2
"Kaia","P. latipinna","Seguin_WalnutBranch","GuadalupeRiver","LP","F","Left",59.8333333333333,NA,600,"n/a",NA,NA,960.892,23.3668,336.177,NA
"Illiana","P. latipinna","Seguin_WalnutBranch","GuadalupeRiver","LP","F","Right",63.7916666666667,20.2083333333333,20.2083333333333,"Left",NA,NA,NA,NA,NA,NA
"Isla","P. latipinna","Seguin_WalnutBranch","GuadalupeRiver","LP","F","Right",3.875,316.125,316.125,"Left",3.482,1.052,1138.57,33.4515,329.114,34.82
"Kali","P. latipinna","Seguin_WalnutBranch","GuadalupeRiver","LP","F","Left",111.833333333333,NA,600,"n/a",3.368,0.978,583.703,117.361,39.6938,33.68
"Kavya","P. latipinna","Seguin_WalnutBranch","GuadalupeRiver","LP","F","Left",28.8333333333333,60,60,"Left",3.705,1.151,1557.44,97.154,208.873,37.05
"Mia","P. latipinna","Seguin_WalnutBranch","GuadalupeRiver","LP","F","Right",NA,NA,NA,NA,NA,NA,427.934,0,150.092,NA
"Kira","P. latipinna","Seguin_WalnutBranch","GuadalupeRiver","LP","F","Right",7.875,210.125,210.125,"Right",NA,NA,1500.69,108.078,247.127,NA
"Kalila","P. latipinna","Seguin_WalnutBranch","GuadalupeRiver","LP","F","Left",15.875,527.125,527.125,"Left",3.12,0.849,1390.69,53.5787,360.046,31.2
"Kamila","P. latipinna","Seguin_WalnutBranch","GuadalupeRiver","LP","F","Left",81.875,44.125,44.125,"Left",2.999,0.934,992.778,2.52088,409.543,29.99
"Ingrid","P. latipinna","Seguin_WalnutBranch","GuadalupeRiver","LP","F","Left",127.833333333333,437.166666666667,437.166666666667,"Left",2.94,0.981,1487.35,39.5737,260.651,29.4
"Olympia","P. latipinna","Seguin_WalnutBranch","GuadalupeRiver","LP","F","Right",108.875,111.125,111.125,"Left",3.453,1.034,2220.78,89.9512,342.479,34.53
"Queller","P. latipinna","Seguin_WalnutBranch","GuadalupeRiver","LP","F","Right",200.875,NA,600,"n/a",3.254,0.95,NA,NA,NA,32.54
"Martha","P. latipinna","Seguin_WalnutBranch","GuadalupeRiver","LP","F","Right",246.875,243.125,243.125,"Right",3.92,1.176,1505.55,88.4307,233.601,39.2
"Kylie","P. latipinna","Seguin_WalnutBranch","GuadalupeRiver","LP","F","Left",209.875,NA,600,"n/a",3.789,1.09,980.218,108.518,102.636,37.89
"Odette","P. latipinna","Seguin_WalnutBranch","GuadalupeRiver","LP","F","Left",3.83333333333333,302.166666666667,302.166666666667,"Left",3.404,1.053,1515.88,8.12231,459.411,34.04
"Megan","P. latipinna","Seguin_WalnutBranch","GuadalupeRiver","LP","F","Right",125.916666666667,NA,600,"n/a",NA,NA,448.11,74.7462,406.982,NA
"Odessa","P. latipinna","Seguin_WalnutBranch","GuadalupeRiver","LP","F","Right",10.9166666666667,NA,600,"n/a",4.154,1.45,1067.34,28.1697,386.373,41.54
"Quinn","P. latipinna","Seguin_WalnutBranch","GuadalupeRiver","LP","F","Right",3.79166666666667,466.208333333333,466.208333333333,"Left",3.794,1.196,NA,NA,NA,37.94
"Quetzal","P. latipinna","Seguin_WalnutBranch","GuadalupeRiver","LP","F","Right",38.875,205.125,205.125,"Left",3.544,1.088,1589.38,134.646,35.4922,35.44
"Sarai","P. latipinna","Seguin_WalnutBranch","GuadalupeRiver","LP","F","Left",42.7916666666667,503.208333333333,503.208333333333,"Left",3.676,1.149,709.509,37.7332,291.022,36.76
"Quest","P. latipinna","Seguin_WalnutBranch","GuadalupeRiver","LP","F","Left",93.8333333333333,NA,600,"n/a",3.517,1.033,1160.29,40.2538,352.681,35.17
"Sutton","P. latipinna","Seguin_WalnutBranch","GuadalupeRiver","LP","F","Right",53.875,361.125,361.125,"Left",3.903,1.288,973.326,79.5841,4.36132,39.03
"Shiloh","P. latipinna","Seguin_WalnutBranch","GuadalupeRiver","LP","F","Right",23.8333333333333,399.166666666667,399.166666666667,"Left",3.564,1.037,777.13,0.84024,422.64,35.64
"Serenity","P. latipinna","Seguin_WalnutBranch","GuadalupeRiver","LP","F","Right",46.8333333333333,NA,600,"n/a",4.409,1.335,NA,NA,NA,44.09
"Ira","P. latipinna","Seguin_WalnutBranch","GuadalupeRiver","LP","F","Right",112.875,213.125,213.125,"Left",2.539,0.758,801.339,119.681,269.612,25.39
"Mario","P. latipinna","Seguin_WalnutBranch","GuadalupeRiver","LP","M","Right",79.875,NA,600,"n/a",3.79,1.139,1242.4,132.078,58.8168,37.9
"Ivan","P. latipinna","Seguin_WalnutBranch","GuadalupeRiver","LP","M","Left",54.625,174.375,174.375,"Left",2.656,0.792,1109.07,35.4123,431.87,26.56
"Miguel","P. latipinna","Seguin_WalnutBranch","GuadalupeRiver","LP","M","Left",283.833333333333,NA,600,"n/a",3.707,1.267,909.642,0,340.198,37.07
"Marco","P. latipinna","Seguin_WalnutBranch","GuadalupeRiver","LP","M","Right",198.875,130.125,130.125,"Left",4.061,1.221,1070.27,14.485,388.375,40.61
"Opal","P. latipinna","Seguin_WalnutBranch","GuadalupeRiver","LP","M","Left",140.875,NA,600,"n/a",3.023,0.914,1124.62,92.2718,100.275,30.23
"Malcolm","P. latipinna","Seguin_WalnutBranch","GuadalupeRiver","LP","M","Right",122.791666666667,290.208333333333,290.208333333333,"Right",4.348,1.32,1534.05,114.199,168.218,43.48
"Orion","P. latipinna","Seguin_WalnutBranch","GuadalupeRiver","LP","M","Left",33.875,369.125,369.125,"Left",2.416,0.732,684.393,35.5323,292.502,24.16
"Ozzy","P. latipinna","Seguin_WalnutBranch","GuadalupeRiver","LP","M","Right",129.916666666667,NA,600,"n/a",3.079,0.952,1083.67,39.4535,376.849,30.79
"Qing","P. latipinna","Seguin_WalnutBranch","GuadalupeRiver","LP","M","Left",49.8333333333333,94.1666666666667,94.1666666666667,"Right",2.607,0.696,1164.21,70.3446,322.673,26.07
"Santiago","P. latipinna","Seguin_WalnutBranch","GuadalupeRiver","LP","M","Right",68.7916666666667,NA,600,"n/a",2.705,0.791,1165.14,175.261,152.293,27.05
"Qasim","P. latipinna","Seguin_WalnutBranch","GuadalupeRiver","LP","M","Left",5.83333333333333,9.16666666666667,9.16666666666667,"Left",2.443,0.732,NA,NA,NA,24.43
"Obadiah","P. latipinna","Seguin_WalnutBranch","GuadalupeRiver","LP","M","Right",50.8333333333333,444.166666666667,444.166666666667,"Left",3.088,0.911,497.504,276.095,104.916,30.88
"Quagmire","P. latipinna","Seguin_WalnutBranch","GuadalupeRiver","LP","M","Right",201.791666666667,191.208333333333,191.208333333333,"Left",NA,NA,NA,NA,NA,NA
"Spencer","P. latipinna","Seguin_WalnutBranch","GuadalupeRiver","LP","M","Left",4.83333333333333,353.166666666667,353.166666666667,"Left",2.939,0.834,1064.96,76.0264,48.977,29.39
"Silas","P. latipinna","Seguin_WalnutBranch","GuadalupeRiver","LP","M","Right",34.75,NA,600,"n/a",2.677,0.808,920.581,7.64266,408.622,26.77
